,title,genre
4190,"Swimming Song, The",Folk/Roots
4191,Swing To Bop,Jazz
4192,"Swingdown, Swingtown",Jazz
4193,Swingin' Shepherd Blues,Jazz
4194,Swinging Doors,Country/Bluegrass
4195,Swinging On A Star,Jazz
4196,Swiss Moonlight Lullaby,Country/Bluegrass
4197,Swollen Tongue Burns,Hip-Hop
4198,Syeeda's Song Flute,Jazz
4199,Sympathy For The Devil,Rock/Pop
4200,,
4201,T For Texas (Blue Yodel No. 1),Country/Bluegrass
4202,Tain't Nobody's Bizness If I Do (aka Ain't Nobody's Business),Blues
4203,Tain't What You Do (It's The Way That Cha Do It),Swing
4204,Take A Chance On Me,Dance/Electronica
4205,Take Care,Rock/Pop
4206,Take Five,Jazz
4207,Take It Personal,Hip-Hop
4208,Take It To The Limit,Rock/Pop
4209,Take Me As I Am (Or Let Me Go),Country/Bluegrass
4210,Take Me Back To Tulsa,Country/Bluegrass
4211,Take Me Or Leave Me,Musical/Film
4212,Take Me Out to the Ball Game,Musical/Film
4213,Take Me To The River,R & B/Soul
4214,"Take The ""A"" Train",Swing
4215,Take These Chains From My Heart,Country/Bluegrass
4216,Take This Hammer,Folk/Roots
4217,Take This Job And Shove It,Country/Bluegrass
4218,Take This Waltz,Rock/Pop
4219,Takin' Care Of Business,Rock/Pop
4220,Taking A Chance On Love,Jazz
4221,"Tale Of The Oyster, The",Musical/Film
4222,Talk About The Blues,Blues
4223,Talk To Me Of Mendocino,Folk/Roots
4224,Talk To The Animals,Musical/Film
4225,Talkin' All That Jazz,Hip-Hop
4226,Talkin' 'Bout A Revolution,Folk/Roots
4227,Talkin' Dust Bowl Blues,Blues
4228,Talkin' John Birch Paranoid Blues,Blues
4229,Talking Blues (Original Talking Blues),Blues
4230,Talking World War III Blues,Blues
4231,Tammy,Musical/Film
4232,Tangerine,Swing
4233,Tangled Up In Blue,Rock/Pop
4234,"Taste Of Honey, A",Jazz
4235,"Taste Of Voodoo, A",Jazz
4236,Taxi,Folk/Roots
4237,Taxi Connection,Reggae
4238,TB Blues,Blues
4239,TB Blues,Country/Bluegrass
4240,T-Bone Blues,Blues
4241,Tea For Two,Jazz
4242,Teach Me Tonight,Jazz
4243,Teach Your Children,Rock/Pop
4244,Tear Drops,Blues
4245,Teardrops From My Eyes,R & B/Soul
4246,Tears In Heaven,Rock/Pop
4247,Techno City,Dance/Electronica
4248,Teddy Bear (aka Let Me Be Your Teddy Bear),Rock/Pop
4249,"Teddy Bears' Picnic, The",Folk/Roots
4250,Teddy's Jam,R & B/Soul
4251,Teen Age Riot,Rock/Pop
4252,Teenage Kicks,Rock/Pop
4253,Teenage Lobotomy,Rock/Pop
4254,Teenage Whore,Rock/Pop
4255,Telegram Sam,Rock/Pop
4256,Telephasic Workshop,Dance/Electronica
4257,"Television, The Drug Of The Nation",Hip-Hop
4258,Tell Her No,Rock/Pop
4259,Tell It Like It Is,R & B/Soul
4260,Tell Mama (aka Tell Daddy),R & B/Soul
4261,Tell Me,Dance/Electronica
4262,Tell Me Why,Rock/Pop
4263,Telstar,Rock/Pop
4264,Tempted,Rock/Pop
4265,Tempus Fugit,Jazz
4266,Ten Cents A Dance,Jazz
4267,"Tender Trap, The",Musical/Film
4268,Tenderly,Jazz
4269,Tennessee,Hip-Hop
4270,Tennessee Flat Top Box,Country/Bluegrass
4271,Tennessee Stud,Country/Bluegrass
4272,Tennessee Waltz,Country/Bluegrass
4273,Terminator,Dance/Electronica
4274,Terraplane Blues,Blues
4275,Testimony,Folk/Roots
4276,Texas Flood,Blues
4277,Texas Flyer,Blues
4278,Thank Heaven For Little Girls,Musical/Film
4279,Thank U,Rock/Pop
4280,Thank You,Dance/Electronica
4281,Thank Your Father,Musical/Film
4282,Thanks For The Memory,Musical/Film
4283,That Lady (aka Who's That Lady),R & B/Soul
4284,That Lucky Old Sun,R & B/Soul
4285,That Old Black Magic,Jazz
4286,That Old Feeling,Jazz
4287,That Old Gang Of Mine,Musical/Film
4288,That Silver Haired Daddy Of Mine,Country/Bluegrass
4289,That'll Be The Day,Rock/Pop
4290,That's All,Jazz
4291,"That's All Right, Mama",Blues
4292,That's Amore,Musical/Film
4293,That's Entertainment,Musical/Film
4294,That's Entertainment,Rock/Pop
4295,That's Just What You Are,Rock/Pop
4296,That's Life,Jazz
4297,That's My Desire,Jazz
4298,That's My Weakness Now,Musical/Film
4299,"That's Right, You're Not From Texas",Country/Bluegrass
4300,That's The Joint,Hip-Hop
4301,That's The Way I Like It,Dance/Electronica
4302,That's The Way Love Goes,R & B/Soul
4303,That's The Way Love Is,R & B/Soul
4304,That's The Way Love Is,Dance/Electronica
4305,That's The Way That The World Goes Round,Folk/Roots
4306,That's What Friends Are For,R & B/Soul
4307,That's What I Like About The South,Country/Bluegrass
4308,That's What Makes You Strong,Folk/Roots
4309,Their Way,Folk/Roots
4310,Thelonius Melodius,Jazz
4311,Them Have No Heart,Reggae
4312,Them There Eyes,Jazz
4313,There Goes My Baby,R & B/Soul
4314,There Is A Light That Never Goes Out,Rock/Pop
4315,There Is A War,Rock/Pop
4316,There Is No Greater Love,Jazz
4317,There She Goes,Rock/Pop
4318,There Stands The Glass,Country/Bluegrass
4319,There Will Never Be Another You,Jazz
4320,There'll Be Bluebirds Over The White Cliffs Of Dover,Musical/Film
4321,There'll Be No Teardrops Tonight,Country/Bluegrass
4322,There'll Be Some Changes Made,Jazz
4323,There's A Cabin In The Pines,Jazz
4324,There's A Kind Of Hush All Over The World,Rock/Pop
4325,There's A Love Knot In My Lariat,Country/Bluegrass
4326,There's A Small Hotel,Jazz
4327,There's No Business Like Show Business,Musical/Film
4328,These Boots Are Made For Walkin',Rock/Pop
4329,These Eyes,Rock/Pop
4330,These Foolish Things Remind Me Of You,Jazz
4331,They Ain't Makin' Jews Like Jesus Anymore,Country/Bluegrass
4332,They Can't Take That Away From Me,Jazz
4333,They Didn't Believe Me,Musical/Film
4334,They Don't Wanna Fuck Wit Me,Hip-Hop
4335,They Reminisce Over You (T.R.O.Y.),Hip-Hop
4336,"They're Coming To Take Me Away, Ha-haaa!",Rock/Pop
4337,Things Ain't What They Used To Be,Jazz
4338,Things Are Getting Better,Jazz
4339,"Things I Used To Do, The",Blues
4340,Things To Come,Jazz
4341,Things We Did Last Summer,Jazz
4342,Think,R & B/Soul
4343,Third Man Theme,Jazz
4344,Thirsty Boots,Folk/Roots
4345,Thirty Seconds Over Tokyo (30 Seconds Over Tokyo),Rock/Pop
4346,Thirty-two Flavors (32 Flavors),Folk/Roots
4347,This Bitter Earth,R & B/Soul
4348,This Charming Man,Rock/Pop
4349,This Could Be The Start Of Something Big,Jazz
4350,This DJ,Hip-Hop
4351,This Funny World,Musical/Film
4352,This Is A Call,Rock/Pop
4353,This Is All I Ask,Jazz
4354,This Is How We Do It,Hip-Hop
4355,"This Is The Army, Mr. Jones",Musical/Film
4356,This Land Is Your Land,Folk/Roots
4357,This Love Of Mine,Jazz
4358,This Magic Moment,R & B/Soul
4359,This Masquerade,Jazz
4360,This Nearly Was Mine,Musical/Film
4361,This Ole House,Country/Bluegrass
4362,This Train Is Bound For Glory,Folk/Roots
4363,This Wheel's On Fire,Rock/Pop
4364,Thorn In My Pride,Rock/Pop
4365,Those Lazy Hazy Crazy Days Of Summer,Rock/Pop
4366,Those Were The Days,Folk/Roots
4367,Thou Swell,Jazz
4368,Thought Process,Hip-Hop
4369,Three A. M. Eternal (3 A. M. Eternal),Dance/Electronica
4370,"Three Bells, The (aka The Jimmy Brown Song)",Folk/Roots
4371,Three Cigarettes In An Ashtray,Country/Bluegrass
4372,Three Coins In The Fountain,Jazz
4373,Three Days,Rock/Pop
4374,Three Little Words,Jazz
4375,Three O'Clock In The Morning,Jazz
4376,Three To Get Ready,Jazz
4377,"Thrill Is Gone, The",Jazz
4378,"Thrill Is Gone, The",Blues
4379,Thru Metamorphic Rocks,Dance/Electronica
4380,Thug Luv,Hip-Hop
4381,Thuggish Ruggish Bone,Hip-Hop
4382,Thunder Road,Rock/Pop
4383,Ticket To Ride,Rock/Pop
4384,"Tide Is High, The",Rock/Pop
4385,"Tie Me Kangaroo Down, Sport",Folk/Roots
4386,Tiger Rag,Ragtime
4387,Til The Cops Come Knockin',R & B/Soul
4388,Till I Am Myself Again,Country/Bluegrass
4389,Till The Clouds Roll By,Musical/Film
4390,Till There Was You,Musical/Film
4391,Till We Meet Again,Musical/Film
4392,Time,Rock/Pop
4393,Time,Folk/Roots
4394,Time After Time,Jazz
4395,Time After Time,Rock/Pop
4396,Time And Time Again,Jazz
4397,Time For The Percolator (aka Coffee Pot),Dance/Electronica
4398,Time Is On My Side,R & B/Soul
4399,Time Of The Season,Rock/Pop
4400,Timeless,Dance/Electronica
4401,Times Of Trouble,Rock/Pop
4402,"Times They Are A-Changin', The",Folk/Roots
4403,Tiny Dancer,Rock/Pop
4404,Tip Toe Thru The Tulips,Musical/Film
4405,Tipitina,Blues
4406,Tired Of Being Alone,R & B/Soul
4407,To Be In Love,Dance/Electronica
4408,To Composer John Cage,Jazz
4409,To Daddy,Country/Bluegrass
4410,To Each His Own,Musical/Film
4411,To Live Is To Die,Rock/Pop
4412,To Love Somebody,Rock/Pop
4413,To Sir With Love,R & B/Soul
4414,To The Beat Y'All,Hip-Hop
4415,To Your Love,Rock/Pop
4416,To Zion,Hip-Hop
4417,Tobacco Road,Country/Bluegrass
4418,Tokyo,Rock/Pop
4419,Tom Sawyer,Rock/Pop
4420,Tom Traubert's Blues,Jazz
4421,Tommy The Cat,Rock/Pop
4422,Tomorrow,Musical/Film
4423,Tomorrow Night,Blues
4424,Tom's Diner,Rock/Pop
4425,Tonight,Musical/Film
4426,Tonight I Think I'm Gonna Go Downtown,Country/Bluegrass
4427,Tonight The Bottle Let Me Down,Country/Bluegrass
4428,Too Bad,Rock/Pop
4429,Too Bad,Blues
4430,Too Close,R & B/Soul
4431,Too Darn Hot,Jazz
4432,Too Far Gone,Country/Bluegrass
4433,Too Hot,Hip-Hop
4434,Too Late,Blues
4435,Too Many Drivers,Blues
4436,Too Many Rings Around Rosie,Musical/Film
4437,Too Many Rivers To Cross,Country/Bluegrass
4438,Too Marvelous For Words,Jazz
4439,Too Much Monkey Business,Rock/Pop
4440,Too-Ra-Loo-Ra-Loo-Ral (That's An Irish Lullaby),Folk/Roots
4441,Toot Toot Tootsie,Musical/Film
4442,Tootsee Roll,Hip-Hop
4443,"Top Hat, White Tie And Tails",Jazz
4444,Tore Down A La Rimbaud,R & B/Soul
4445,Total Eclipse Of The Heart,Rock/Pop
4446,Touch The Hem Of His Garment,Gospel
4447,Tower Of Song,Rock/Pop
4448,Tower Of Strength,R & B/Soul
4449,Town Without Pity,Jazz
4450,Tracks Of My Tears,R & B/Soul
4451,"Trail Of The Lonesome Pine, The",Country/Bluegrass
4452,Train In Vain,Rock/Pop
4453,"Train Kept A-Rollin', The",Blues
4454,Train Song (Never Did Like That Train),Folk/Roots
4455,Train To Skaville,Reggae
4456,Trance Dance,Jazz
4457,Trans-Europe Express,Dance/Electronica
4458,Transmission,Rock/Pop
4459,Trash,Rock/Pop
4460,Travellin' Band,Rock/Pop
4461,Trigger Hippie (Diabolical Beats),Dance/Electronica
4462,Triste,Jazz
4463,Triumph,Hip-Hop
4464,"Trolley Song, The",Musical/Film
4465,Trouble,Blues
4466,Trouble Blues,Blues
4467,Trouble Child,Rock/Pop
4468,Trouble In Mind,Blues
4469,Trouble In River City,Musical/Film
4470,Trouble So Hard (aka Natural Blues),Gospel
4471,Trucker's Cafe,Country/Bluegrass
4472,Truckin',Rock/Pop
4473,True Blue Lou,Musical/Film
4474,True Faith,Dance/Electronica
4475,True Love,Musical/Film
4476,True Love Is Greater Than Friendship,Country/Bluegrass
4477,Try,Country/Bluegrass
4478,Try (Just A Little Bit Harder),R & B/Soul
4479,Try A Little Tenderness,Jazz
4480,Trying To Get To You,Rock/Pop
4481,Tubular Bells (The Exorcist Theme),Musical/Film
4482,Tuesday Afternoon,Rock/Pop
4483,Tulsa Time,Country/Bluegrass
4484,Tumblin' Tumbleweeds,Country/Bluegrass
4485,Tumbling Dice,Rock/Pop
4486,Tupelo Honey,R & B/Soul
4487,Turbulent Indigo,Rock/Pop
4488,"Turn Around (aka Where Are You Going, My Little One?)",Folk/Roots
4489,Turn On The Heat,Musical/Film
4490,Turn On Your Love Light,Blues
4491,Turn Out The Stars,Jazz
4492,Turn The Beat Around,Dance/Electronica
4493,Turn This Mutha Out,Hip-Hop
4494,Turn Your Radio On,Gospel
4495,Turn! Turn! Turn! (To Everything There Is A Season),Folk/Roots
4496,Tutti Frutti,Rock/Pop
4497,Tuxedo Junction,Swing
4498,Twelfth Street Rag (12th Street Rag),Ragtime
4499,Twenty-First Century Schizoid Man (21st Century Schizoid Man),Rock/Pop
4500,Twenty-Four Hours From Tulsa (24 Hours From Tulsa),Rock/Pop
4501,Twenty-Six Years (26 Years),Rock/Pop
4502,Twift Shoeblade,Dance/Electronica
4503,Twilight On The Trail,Country/Bluegrass
4504,Twilight Time,R & B/Soul
4505,Twinz (Deep Cover),Hip-Hop
4506,Twist And Shout,R & B/Soul
4507,"Twist, The",Rock/Pop
4508,Twisted,Jazz
4509,"Two Degrees East, Three Degrees West",Jazz
4510,Two Sleepy People,Jazz
4511,Typical Girls,Rock/Pop
4512,Tyrone,R & B/Soul
4513,,
4514,U Blow My Mind,R & B/Soul
4515,U.N.I.T.Y.,Hip-Hop
4516,Ukulele Blues,Blues
4517,Un-break My Heart,R & B/Soul
4518,Unchain My Heart,R & B/Soul
4519,Unchained Melody,R & B/Soul
4520,Uncle Albert/Admiral Halsey,Rock/Pop
4521,"Uncle Huck-A-Buck Song, The",Musical/Film
4522,Uncle John's Band,Folk/Roots
4523,Uncle Pen,Country/Bluegrass
4524,Under A Stormy Sky,Folk/Roots
4525,Under Me Sleng Teng,Reggae
4526,Under My Thumb,Rock/Pop
4527,Under Pressure,Rock/Pop
4528,Under The Bamboo Tree,Musical/Film
4529,Under The Boardwalk,R & B/Soul
4530,Under The Bridge,Rock/Pop
4531,Under The Yum Yum Tree,Musical/Film
4532,Underwhelmed,Rock/Pop
4533,Undulattice (Uforic Remix),Dance/Electronica
4534,Undun,Rock/Pop
4535,Unfinished Sympathy,Dance/Electronica
4536,Unforgettable,Jazz
4537,"Unicorn, The",Folk/Roots
4538,Unify,Hip-Hop
4539,Union Maid,Folk/Roots
4540,United We Stand,Rock/Pop
4541,Unmetered Taxi,Reggae
4542,"Unsquare Dance, The",Jazz
4543,Until It's Time For You To Go,Country/Bluegrass
4544,Until The Real Thing Comes Along,Jazz
4545,Up On Cripple Creek,Rock/Pop
4546,Up On The Roof,R & B/Soul
4547,Up Tight (Everything's Alright) (aka Uptight),R & B/Soul
4548,Up Where We Belong,Rock/Pop
4549,Upside Down,Rock/Pop
4550,US Forces,Rock/Pop
4551,,
4552,Valley Girl,Rock/Pop
4553,"Varsity Drag, The",Jazz
4554,"Vatican Rag, The",Musical/Film
4555,Vaya Con Dios,Folk/Roots
4556,Vehicle,Rock/Pop
4557,Venus As A Boy,Dance/Electronica
4558,Venus In Furs,Rock/Pop
4559,Verbal Intercourse,Hip-Hop
4560,Veronica,Rock/Pop
4561,Verses From The Abstract,Hip-Hop
4562,"Very Thought Of You, The",Jazz
4563,Vibe,Dance/Electronica
4564,Vicksburg Blues,Blues
4565,Victory Is Mine,Reggae
4566,Video Killed The Radio Star,Rock/Pop
4567,Vietnam,Reggae
4568,Vigilante Man,Folk/Roots
4569,Vilja,Classical/ Contemporary
4570,Violets Of Dawn,Folk/Roots
4571,Viper's Drag,Jazz
4572,Vision Of Love,R & B/Soul
4573,Visions Of Johanna,Rock/Pop
4574,Viva Las Vegas,Rock/Pop
4575,Vogue,Dance/Electronica
4576,"Volare (aka Nel Blu, Dipinto Di Blu)",Jazz
4577,Volunteered Slavery,Jazz
4578,Voodoo Child,Rock/Pop
4579,Voodoo People,Dance/Electronica
4580,Voodoo Ray,Dance/Electronica
4581,Voulez-Vous,Dance/Electronica
4582,,
4583,Wabash,Jazz
4584,Wabash Blues,Jazz
4585,Wabash Cannonball,Country/Bluegrass
4586,Wagon Wheels,Country/Bluegrass
4587,Wail,Jazz
4588,Waist Deep In The Big Muddy,Folk/Roots
4589,Wait A Minute,R & B/Soul
4590,Wait On Time,Blues
4591,"Wait Till The Sun Shines, Nellie",Musical/Film
4592,Waitin' For A Superman,Rock/Pop
4593,Waiting For A Train,Country/Bluegrass
4594,Waiting For The Miracle,Rock/Pop
4595,Waiting For The Robert E. Lee,Musical/Film
4596,"Waiting, The",Rock/Pop
4597,Wake Me Up Before You Go Go,Rock/Pop
4598,Wake The Town,Reggae
4599,Wake Up Little Susie,Rock/Pop
4600,Walk Away Renee,Rock/Pop
4601,Walk Like A Man,Rock/Pop
4602,Walk On By,Country/Bluegrass
4603,Walk On By,R & B/Soul
4604,Walk On The Wild Side,Rock/Pop
4605,Walk Tall,Jazz
4606,Walk The Dinosaur,Rock/Pop
4607,Walk This Way,Rock/Pop
4608,"Walk, Don't Run",Rock/Pop
4609,Walkin',Jazz
4610,Walkin' After Midnight,Country/Bluegrass
4611,Walkin' And Swingin',Jazz
4612,Walkin' The Dog,Jazz
4613,Walkin' To New Orleans,R & B/Soul
4614,Walking Batteriewoman,Jazz
4615,Walking In Memphis,R & B/Soul
4616,Walking On Sunshine,Dance/Electronica
4617,Walking Shoes,Jazz
4618,Walking The Floor Over You,Country/Bluegrass
4619,Wall Of Death,Folk/Roots
4620,Walt Whitman's Niece,Folk/Roots
4621,Waltz For Debby,Jazz
4622,Waltz For Ruth,Jazz
4623,Waltzing Matilda,Folk/Roots
4624,"Wanderer, The",R & B/Soul
4625,Wandrin' Star,Country/Bluegrass
4626,Wang Dang Doodle,Blues
4627,War,R & B/Soul
4628,War Ina Babylon,Reggae
4629,Wash Your Face In My Sink,Hip-Hop
4630,Wasn't That A Party,Country/Bluegrass
4631,Watch Yo Nuggets,Hip-Hop
4632,Watching The Detectives,Rock/Pop
4633,Watching The Wheels,Rock/Pop
4634,Waterfalls,R & B/Soul
4635,Waterloo,Rock/Pop
4636,Waterloo Sunset,Rock/Pop
4637,Watermelon Man,Jazz
4638,Waters Of March (Aguas De Marco),Jazz
4639,Wave,Jazz
4640,Way Down In The Hole,Blues
4641,Way Down Yonder In New Orleans,Jazz
4642,"Way I Should, The",Country/Bluegrass
4643,"Way It Is, The",Rock/Pop
4644,Way Over Yonder In The Minor Key,Folk/Roots
4645,"Way We Were, The",Musical/Film
4646,"Way You Do The Things You Do, The",R & B/Soul
4647,"Way You Look Tonight, The",Jazz
4648,"Way Young Lovers Do, The",R & B/Soul
4649,"Wayward Wind, The",Country/Bluegrass
4650,We Are All Prostitutes,Rock/Pop
4651,We Are Family,Dance/Electronica
4652,We Are The Champions,Rock/Pop
4653,We Come In Peace,Dance/Electronica
4654,We Don't Need Another Hero,R & B/Soul
4655,We Got The Beat,Rock/Pop
4656,We Got The Funk,Dance/Electronica
4657,We Gotta Get Out Of This Place,Rock/Pop
4658,We Have Explosive,Dance/Electronica
4659,We Shall Overcome,Folk/Roots
4660,We Will Rock You,Rock/Pop
4661,Wear Your Love Like Heaven,Rock/Pop
4662,Weary Blues From Waitin',Country/Bluegrass
4663,Wedding Bell Blues,Rock/Pop
4664,Wedding Bells Are Breaking Up That Old Gang Of Mine,Musical/Film
4665,Wednesday Night Prayer Meeting,Jazz
4666,Weekend,Dance/Electronica
4667,"Weight, The",Folk/Roots
4668,Welcome To The Jungle,Rock/Pop
4669,Welcome To The Terrordome,Hip-Hop
4670,We'll Be Together Again,Jazz
4671,We'll Meet Again,Musical/Film
4672,Well-A-Wiggy,Folk/Roots
4673,We're Gonna Make It,Blues
4674,We're In The Money,Musical/Film
4675,We're Off To See The Wizard,Musical/Film
4676,Werewolves Of London,Rock/Pop
4677,West 22nd Street Theme,Jazz
4678,West Coast Blues,Blues
4679,West Coast Blues,Jazz
4680,West End Blues,Blues
4681,West End Girls,Dance/Electronica
4682,Westbound Train,Reggae
4683,We've Only Just Begun,Rock/Pop
4684,What A Difference A Day Made,Jazz
4685,What A Little Moonlight Can Do,Jazz
4686,What A Wonderful World,Jazz
4687,What Are You Doing New Year's Eve?,Jazz
4688,What Are You Doing The Rest Of Your Life?,Musical/Film
4689,What Becomes Of The Brokenhearted,R & B/Soul
4690,What Difference Does It Make?,Rock/Pop
4691,What Does Your Soul Look Like? (Parts 1 - 4),Dance/Electronica
4692,What I Did For Love,Musical/Film
4693,What Is And What Should Never Be,Rock/Pop
4694,What Is This Thing Called Love?,Jazz
4695,What Kind Of Fool Am I?,Jazz
4696,What Makes A Man A Man,Musical/Film
4697,What The World Needs Now Is Love,R & B/Soul
4698,What Time Is Love?,Dance/Electronica
4699,What U Got,Hip-Hop
4700,What Was It You Wanted?,Rock/Pop
4701,What You Want,Hip-Hop
4702,What'd I Say?,R & B/Soul
4703,Whatever Lola Wants,Jazz
4704,Whatever Possessed Me,Jazz
4705,What'll I Do?,Jazz
4706,What's Going On,R & B/Soul
4707,What's He Building?,Jazz
4708,What's It Gonna Be?,Hip-Hop
4709,What's Love Got To Do With It?,R & B/Soul
4710,What's My Name?,Hip-Hop
4711,"What's New, Pussycat?",Rock/Pop
4712,What's New?,Jazz
4713,What's On Your Mind,Hip-Hop
4714,"What's So Funny 'Bout Peace, Love and Understanding?",Rock/Pop
4715,What's The 411?,Hip-Hop
4716,What's The Deal/Half-A-Mil (Interlude),Hip-Hop
4717,"What's Your Story, Morning Glory?",Jazz
4718,Whatta Man,Hip-Hop
4719,Wheatland,Jazz
4720,When A Man Loves A Woman,R & B/Soul
4721,When Doves Cry,Dance/Electronica
4722,When God Comes And Gathers His Jewels,Gospel
4723,When I Call Your Name,Country/Bluegrass
4724,When I Fall In Love,Jazz
4725,When I Grow Too Old To Dream,Jazz
4726,When I Look At You,Musical/Film
4727,When I Stop Dreaming,Country/Bluegrass
4728,When I Take My Sugar To Tea,Jazz
4729,When I Think Of You,R & B/Soul
4730,When I Was A Boy,Folk/Roots
4731,When I Was A Painter,Rock/Pop
4732,When I'm Sixty-four,Rock/Pop
4733,When Irish Eyes Are Smiling,Folk/Roots
4734,When It's Sleepy Time Down South,Jazz
4735,When It's Springtime In The Rockies,Country/Bluegrass
4736,When My Blue Moon Turns To Gold Again,Country/Bluegrass
4737,When My Sugar Walks Down The Street,Jazz
4738,When Something Is Wrong With My Baby,R & B/Soul
4739,When The Levee Breaks,Rock/Pop
4740,When The Lights Go On Again (All Over The World),Musical/Film
4741,When The Midnight Choo Choo Leaves For Alabam',Musical/Film
4742,When The Music's Over,Rock/Pop
4743,When The Red Red Robin Comes Bob Bob Bobbin' Along,Musical/Film
4744,When The Sun Goes Down,Blues
4745,When You Say Nothing At All,Country/Bluegrass
4746,When You Wish Upon A Star,Musical/Film
4747,When Your Lover Has Gone,Jazz
4748,When You're Smiling,Jazz
4749,Whenever God Shines His Light,Gospel
4750,Where Did Our Love Go?,R & B/Soul
4751,Where Have All The Cowboys Gone?,Rock/Pop
4752,Where Have All the Flowers Gone?,Folk/Roots
4753,Where I'm From,Hip-Hop
4754,Where Is The Love?,R & B/Soul
4755,Where It's At,Rock/Pop
4756,Where Or When,Jazz
4757,Where Pathways Meet,Jazz
4758,Where The Blue Of The Night Meets The Gold Of The Day,Musical/Film
4759,Where The Boys Are,Musical/Film
4760,Where The Streets Have No Name,Rock/Pop
4761,Where's Jack The Ripper?,Dance/Electronica
4762,Where's The Girl?,Musical/Film
4763,Which Side Are You On?,Folk/Roots
4764,Which Way Does That Old Pony Run?,Country/Bluegrass
4765,"Which Way You Goin', Billy?",Rock/Pop
4766,Which Will,Folk/Roots
4767,Whiffenpoof Song,Musical/Film
4768,While My Guitar Gently Weeps,Rock/Pop
4769,Whip It,Rock/Pop
4770,Whipping Post,Rock/Pop
4771,Whisky Ain't Workin' Anymore,Country/Bluegrass
4772,Whisper Not,Jazz
4773,Whispering,Musical/Film
4774,Whispering Pines,Country/Bluegrass
4775,Whispering Pines,Folk/Roots
4776,Whistle While You Work,Musical/Film
4777,White Christmas,Musical/Film
4778,White Light/White Heat,Rock/Pop
4779,White Lines (Don't Don't Do It),Dance/Electronica
4780,White Rabbit,Rock/Pop
4781,White Riot,Rock/Pop
4782,White Room,Rock/Pop
4783,"White Rose Of Athens, The",Folk/Roots
4784,"White Rose, The",Musical/Film
4785,"White Sport Coat And A Pink Carnation, A",Country/Bluegrass
4786,Whiter Shade Of Pale,Rock/Pop
4787,Who Am I?,Reggae
4788,Who Am I? (What's My Name?),Hip-Hop
4789,Who Are You?,Rock/Pop
4790,Who By Fire,Rock/Pop
4791,Who Can I Turn To (When Nobody Needs Me),Jazz
4792,Who Do You Love?,Rock/Pop
4793,Who Holds Your Hand?,Folk/Roots
4794,Who Knows Where The Time Goes,Folk/Roots
4795,Who U Wit?,Hip-Hop
4796,Who Was That Masked Man?,R & B/Soul
4797,Who?,Musical/Film
4798,Whole Lotta Love,Rock/Pop
4799,Whole Lotta Shakin' Goin' On,Rock/Pop
4800,Whole Wide World,Rock/Pop
4801,Who'll Stop The Rain,Rock/Pop
4802,Whoomp! (There It Is),Hip-Hop
4803,Who's Got You?,Jazz
4804,Who's Laughing Now,Rock/Pop
4805,Who's Sorry Now?,Musical/Film
4806,Who's The Mack?,Hip-Hop
4807,Whose Bed Have Your Boots Been Under?,Country/Bluegrass
4808,Why Didn't You Call Me?,R & B/Soul
4809,Why Do Fools Fall In Love?,R & B/Soul
4810,Why Do I Love You?,Jazz
4811,Why Don't You Do Right?,Jazz
4812,Why Don't You Eat Carrots?,Rock/Pop
4813,Why Don't You Love Me (Like You Used To Do)?,Country/Bluegrass
4814,"Why Me, Lord?",Gospel
4815,Why Was I Born?,Musical/Film
4816,Why You Treat Me So Bad?,Reggae
4817,Wichita Lineman,Rock/Pop
4818,Wichita Skyline,Folk/Roots
4819,"Wild Dog, The",Jazz
4820,"Wild Goose, The",Folk/Roots
4821,Wild Horses,Rock/Pop
4822,Wild Man Blues,Blues
4823,Wild Man From Borneo,Country/Bluegrass
4824,"Wild Side Of Life, The",Country/Bluegrass
4825,Wild Thing,Rock/Pop
4826,Wild Thing,Hip-Hop
4827,Wild Wild West,Hip-Hop
4828,Wildwood Flower,Country/Bluegrass
4829,Will The Circle Be Unbroken? (aka Can The Circle Be Unbroken?),Gospel
4830,Will You Love Me Tomorrow?,R & B/Soul
4831,"William, It Was Really Nothing",Rock/Pop
4832,Willie And The Hand Jive,R & B/Soul
4833,Willow Weep For Me,Jazz
4834,Wind Cries Mary,Rock/Pop
4835,"Windmills Of Your Mind, The (Thomas Crown Affair Theme)",Musical/Film
4836,"Window Up Above, The",Country/Bluegrass
4837,Windowlicker,Dance/Electronica
4838,Windows,Jazz
4839,"Wings Of A Dove, The",Gospel
4840,Wish You Were Here,Rock/Pop
4841,Witch Doktor,Dance/Electronica
4842,Witch Hunt,Jazz
4843,"Witch Of The Westmorland, The",Folk/Roots
4844,Witchcraft,Jazz
4845,With A Little Bit Of Luck,Musical/Film
4846,With A Little Help From My Friends,Rock/Pop
4847,With A Song In My Heart,Musical/Film
4848,With God On Our Side,Folk/Roots
4849,With Or Without You,Rock/Pop
4850,Without A Song,Musical/Film
4851,Without You,Rock/Pop
4852,Wolverine Blues,Jazz
4853,Woman Is The Nigger Of The World,Rock/Pop
4854,Woman That Rolls!,Dance/Electronica
4855,"Wonder Of You, The",Rock/Pop
4856,Wonderful World,R & B/Soul
4857,Wondering Where The Lions Are,Rock/Pop
4858,Wonderwall,Rock/Pop
4859,Won't Get Fooled Again,Rock/Pop
4860,Woo Hah! Got You All In Check,Hip-Hop
4861,Wood River,Folk/Roots
4862,"Woodman, Woodman, Spare That Tree",Musical/Film
